,ScheduleTime,Airline,FlightNumber,Destination,AircraftType,FlightType,Sector,SeatCapacity,LoadFactor
2636,2022-03-27 05:50:00,UK,1315,YXX,319,J,CA,131,0.6454385452244629
2637,2022-03-27 06:35:00,SV,1743,BWI,73H,J,US,186,0.5804193323473467
2638,2022-03-27 05:40:00,PW,950,YLW,320,J,CA,174,0.7066089615401885
2639,2022-03-27 07:25:00,SV,1687,DAN,73H,J,US,186,0.5647741230350412
2640,2022-03-27 06:40:00,ML,653,YKF,E75,J,CA,82,0.518718017003971
2641,2022-03-27 07:45:00,CL,2961,YQU,73H,J,CA,189,0.6361909021921821
2642,2022-03-27 07:30:00,DO,667,YYZ,32N,J,CA,180,0.3482249879749878
2643,2022-03-27 08:25:00,CL,2781,HFD,73H,J,US,189,0.7203062036953841
2644,2022-03-27 08:40:00,DO,698,KEF,32N,J,IS,180,0.3245090428090427
2645,2022-03-27 07:55:00,DO,727,BWI,32N,J,US,180,0.4010460798460799
2646,2022-03-27 08:05:00,SV,1670,YEG,73H,J,CA,186,0.6148668742175016
2647,2022-03-27 08:25:00,DO,1043,ZSW,32N,J,CA,180,0.34138804713804655
2648,2022-03-27 08:30:00,DO,1123,OFF,CR9,J,US,90,0.3474808802308796
2649,2022-03-27 07:30:00,DO,1350,DEN,32N,J,US,180,0.35140254432668183
2650,2022-03-27 08:50:00,SV,1679,DEN,73H,J,US,186,0.6097218510468913
2651,2022-03-27 07:30:00,PO,569,RNH,73H,C,US,189,0.6665928891570376
2652,2022-03-27 09:15:00,DO,1061,LAS,32N,J,US,180,0.3919809336442682
2653,2022-03-27 08:45:00,JZ,817,YHM,32B,J,CA,209,0.6508663079878168
2654,2022-03-27 09:50:00,DO,902,CKE,32N,J,US,180,0.3340457199460214
2655,2022-03-27 09:45:00,DO,972,YYJ,CR9,J,CA,90,0.3733370636186429
2656,2022-03-27 09:45:00,KU,922,YZF,320,J,CA,180,0.7100280620220627
2657,2022-03-27 09:25:00,VW,775,YYZ,320,J,CA,180,0.7162964456059635
2658,2022-03-27 09:00:00,UK,775,YVR,32N,J,CA,172,0.7157589258432081
2659,2022-03-27 09:15:00,SV,1884,YYJ,73H,J,CA,186,0.58355602757953
2660,2022-03-27 09:00:00,PU,2557,UGB,32Q,C,US,239,0.7246696444883547
2661,2022-03-27 09:35:00,DO,1028,YFI,319,J,CA,150,0.4039580351037313
2662,2022-03-27 10:20:00,NH,600,MSP,320,J,US,174,0.5563211786041489
2663,2022-03-27 10:15:00,DO,754,OBT,CR9,J,US,90,0.28317924609503514
2664,2022-03-27 10:55:00,SV,1566,YYJ,73H,J,CA,186,0.6171311668576446
2665,2022-03-27 10:25:00,ML,654,YKF,E95,J,CA,118,0.5868305572869607
2666,2022-03-27 11:05:00,DO,1345,YDQ,CR9,J,CA,90,0.4586226952060284
2667,2022-03-27 10:15:00,DO,705,YQQ,32N,J,CA,180,0.45215762385762315
2668,2022-03-27 11:35:00,ZY,811,YXC,73H,J,CA,186,0.7552054186438695
2669,2022-03-27 10:50:00,DO,903,CKE,CR9,J,US,90,0.40434357990936926
2670,2022-03-27 10:25:00,DO,1460,YKK,CR9,J,CA,90,0.4358573552990216
2671,2022-03-27 12:10:00,BT,660,NPA,DH4,J,US,76,0.6070083873958338
2672,2022-03-27 11:35:00,DO,1454,AUM,32N,J,US,180,0.43460734216826175
2673,2022-03-27 11:15:00,DO,904,CKE,AT7,J,US,70,0.43491888493595005
2674,2022-03-27 11:50:00,CL,3040,FTL,73H,J,US,189,0.6896077760259243
2675,2022-03-27 11:40:00,DO,808,LUL,32Q,J,US,157,0.45409699961381184
2676,2022-03-27 12:05:00,IR,1138,YXU,320,J,CA,180,0.7106640934598891
2677,2022-03-27 11:00:00,LJ,3255,YEG,319,J,CA,156,0.7550914712718341
2678,2022-03-27 11:20:00,DO,753,HFD,AT7,J,US,70,0.242023385331144
2679,2022-03-27 11:05:00,GQ,3125,ASE,73H,J,US,189,0.6945841681310073
2680,2022-03-27 11:30:00,SV,1529,CKE,73H,J,US,186,0.6819805647463242
2681,2022-03-27 12:55:00,SH,617,SIN,359,J,SG,253,0.23887339588227852
2682,2022-03-27 12:20:00,JZ,822,YHM,32B,J,CA,209,0.7047792069333365
2683,2022-03-27 13:20:00,DO,809,HBR,333,J,US,266,0.38357645601017915
2684,2022-03-27 12:40:00,OK,750,YOW,320,J,CA,174,0.7659713899708649
2685,2022-03-27 12:40:00,DO,1415,DAB,CR9,J,US,88,0.18614076255355294
2686,2022-03-27 12:45:00,UK,1313,YXX,320,J,CA,159,0.6793445838089229
2687,2022-03-27 12:05:00,PU,857,ASE,32Q,J,US,239,0.688695606441778
2688,2022-03-27 12:25:00,CN,554,CKE,AT7,J,US,72,0.6512508385746435
2689,2022-03-27 13:45:00,LJ,3144,DEN,320,J,US,186,0.6919351075171942
2690,2022-03-27 13:25:00,DO,725,YVR,32N,J,CA,180,0.4665333814333811
2691,2022-03-27 12:45:00,LJ,2828,YYF,319,J,CA,156,0.69651225593179
2692,2022-03-27 13:05:00,LJ,1775,YLW,320,J,CA,186,0.787453615627008
2693,2022-03-27 13:15:00,DO,1057,YKA,CR9,J,CA,90,0.4767707649457505
2694,2022-03-27 14:20:00,SV,1606,GBR,73H,J,US,186,0.5727592797501563
2695,2022-03-27 13:10:00,CN,514,EST,AT4,J,US,46,0.49520536727080006
2696,2022-03-27 13:40:00,IR,1137,YXJ,320,J,CA,180,0.62511903394373
2697,2022-03-27 14:05:00,DO,1385,YXX,32N,J,CA,180,0.4608612313612313
2698,2022-03-27 14:10:00,DO,652,YXC,32N,J,CA,180,0.4351415935309379
2699,2022-03-27 14:00:00,DO,1124,OFF,32N,J,US,180,0.4576834654660267
2700,2022-03-27 14:40:00,DO,1345,YQR,32N,J,CA,180,0.42192604617604557
2701,2022-03-27 14:55:00,GM,817,YXN,359,J,CA,321,0.35006683794690385
2702,2022-03-27 15:35:00,LJ,2394,YKA,320,J,CA,180,0.7270379588823561
2703,2022-03-27 15:30:00,SV,1574,YXC,73H,J,CA,186,0.6593789224708957
2704,2022-03-27 15:35:00,GQ,1094,CYT,321,J,US,180,0.6314458555767517
2705,2022-03-27 14:20:00,ZY,813,YXC,73H,J,CA,186,0.8015948936239081
2706,2022-03-27 15:10:00,PW,1117,YLW,319,J,CA,143,0.7800018158619659
2707,2022-03-27 15:50:00,DO,1031,YCD,32N,J,CA,180,0.5675619172945595
2708,2022-03-27 15:05:00,DO,974,YYJ,32N,J,CA,180,0.6775361258327597
2709,2022-03-27 16:20:00,DO,1016,DEN,32N,J,US,180,0.47371527433201305
2710,2022-03-27 15:40:00,ZL,1743,DFW,320,J,US,180,0.6582857780512658
2711,2022-03-27 15:05:00,FP,550,DXB,77W,J,AE,428,0.6115012553349277
2712,2022-03-27 15:20:00,WT,753,CAI,32N,J,EG,142,0.6365986824016063
2713,2022-03-27 16:25:00,PU,858,ASE,32Q,J,US,239,0.686504549055919
2714,2022-03-27 15:10:00,IR,1121,GWV,320,J,US,180,0.5715450754578496
2715,2022-03-27 15:15:00,DO,703,YZF,32N,J,CA,180,0.4383149883583742
2716,2022-03-27 16:40:00,DO,653,YXC,32N,J,CA,180,0.445600095411571
2717,2022-03-27 16:35:00,SV,1600,YKA,73H,J,CA,186,0.687758488012388
2718,2022-03-27 16:10:00,TN,553,DOH,788,J,QA,254,0.5682903488146995
2719,2022-03-27 16:20:00,VW,772,YYZ,319,J,CA,144,0.7275362438805294
2720,2022-03-27 16:15:00,LJ,1975,SFO,319,J,US,156,0.799352258807067
2721,2022-03-27 16:10:00,CL,1391,YYF,73H,J,CA,189,0.642210019377328
2722,2022-03-27 16:35:00,DO,1457,AUM,32N,J,US,180,0.5090568208661679
2723,2022-03-27 16:10:00,JZ,818,YHM,32B,J,CA,209,0.7295043801886423
2724,2022-03-27 17:50:00,SV,1719,YFI,73H,J,CA,186,0.6394815611186684
2725,2022-03-27 17:35:00,DO,969,YYJ,32N,J,CA,180,0.6779612918399242
2726,2022-03-27 17:15:00,OK,636,OWB,320,J,US,174,0.639719553401467
2727,2022-03-27 17:15:00,DO,717,YLL,AT7,J,CA,70,0.225606903636159
2728,2022-03-27 17:40:00,SV,1680,DEN,73H,J,US,186,0.6203711124419994
2729,2022-03-27 17:30:00,DO,686,YLW,32N,J,CA,180,0.41873635141422016
2730,2022-03-27 17:35:00,LJ,884,SCM,320,J,US,186,0.769501399938495
2731,2022-03-27 18:25:00,DO,752,HFD,CR9,J,US,88,0.3215851868438074
2732,2022-03-27 17:45:00,DO,680,YWG,CR9,J,CA,90,0.3895607381386073
2733,2022-03-27 18:35:00,DO,684,DEN,32N,J,US,180,0.35889526214526224
2734,2022-03-27 17:30:00,DO,919,KWT,AT7,J,US,70,0.2262447436976664
2735,2022-03-27 19:00:00,CL,1095,ICL,73H,J,US,189,0.7512912308988509
2736,2022-03-27 17:40:00,SV,1575,YXC,73H,J,CA,186,0.6502974166755133
2737,2022-03-27 19:25:00,DO,1417,YKF,CR9,J,CA,90,0.48554814980677025
2738,2022-03-27 18:05:00,CN,516,EST,AT7,J,US,72,0.613206577060382
2739,2022-03-27 17:55:00,NV,1253,YCD,319,J,CA,141,0.5851296965645034
2740,2022-03-27 18:20:00,NU,541,UTM,AT7,J,US,48,0.6574768709215576
2741,2022-03-27 19:30:00,SV,1673,YEG,73H,J,CA,186,0.6600195340424606
2742,2022-03-27 18:20:00,ZY,816,YXC,73H,J,CA,186,0.7780367776061147
2743,2022-03-27 18:35:00,UK,777,YVR,32N,J,CA,172,0.7071101027350652
2744,2022-03-27 19:30:00,JZ,820,YHM,32B,J,CA,209,0.7597118215268233
2745,2022-03-27 19:10:00,CL,2551,FTL,73H,J,US,189,0.6279824690167638
2746,2022-03-27 19:55:00,EM,546,GBR,223,J,US,145,0.5130514763212927
2747,2022-03-27 20:20:00,SV,1530,CKE,73H,J,US,186,0.6667763610034444
2748,2022-03-27 19:40:00,PU,2175,UGB,32Q,J,US,239,0.6644795214015289
2749,2022-03-27 19:10:00,SV,1683,YBR,73H,J,CA,186,0.5925214487200553
2750,2022-03-27 19:10:00,KU,924,YZF,320,J,CA,180,0.6682635762968103
2751,2022-03-27 20:25:00,CL,1849,YXU,7M8,J,CA,197,0.6748305258693666
2752,2022-03-27 19:35:00,BJ,1903,YHZ,319,J,CA,150,0.627425767842763
2753,2022-03-27 20:50:00,VJ,669,YHZ,320,J,CA,180,0.4827912845004612
2754,2022-03-27 20:20:00,QU,635,YPJ,319,J,CA,140,0.6089921464934419
2755,2022-03-27 19:55:00,IR,3315,DEN,320,J,US,180,0.6291991210145237
2756,2022-03-27 20:00:00,SV,1581,YXC,73H,J,CA,186,0.6543733442432961
2757,2022-03-27 19:50:00,DO,1000,YYZ,32N,J,CA,180,0.5819677008177007
2758,2022-03-27 20:10:00,FB,591,ARB,320,J,US,174,0.7108787380012895
2759,2022-03-27 21:05:00,CN,529,ONL,AT7,J,US,68,0.5604791078483568
2760,2022-03-27 21:45:00,SV,1890,YYJ,73H,J,CA,186,0.6014226182323248
2761,2022-03-27 21:50:00,DO,970,YYJ,32N,J,CA,180,0.17418641173641147
2762,2022-03-27 21:00:00,LJ,1776,YLW,320,J,CA,186,0.7759764830350842
2763,2022-03-27 21:10:00,DO,747,YJO,CR9,J,CA,88,0.2121116151382105
2764,2022-03-27 21:20:00,ZT,571,KEF,7M8,J,IS,160,0.6442232554125665
2765,2022-03-27 22:10:00,DO,683,DEN,32N,J,US,180,0.20835016161275005
2766,2022-03-27 22:15:00,IA,878,DEN,E75,J,US,88,0.6816198991045198
2767,2022-03-27 22:35:00,CL,701,YBR,7M8,J,CA,197,0.8029888081404382
2768,2022-03-27 22:55:00,LJ,1162,YWG,320,J,CA,186,0.6905772111210792
2769,2022-03-27 23:15:00,SV,1532,CKE,73H,J,US,186,0.542215036136351
2770,2022-03-27 23:00:00,DO,908,CKE,32N,J,US,180,0.16657980839599965
2771,2022-03-27 23:50:00,DO,976,YYJ,32N,J,CA,180,0.15197423628381035
2772,2022-03-27 22:15:00,DO,991,YXC,738,J,CA,183,0.1677799341346426
2773,2022-03-27 23:35:00,WN,671,AHT,789,C,US,345,0.6731858032842062
2774,2022-03-28 00:45:00,GQ,3095,BKT,73H,J,US,189,0.4469949139520252
2775,2022-03-28 06:25:00,IA,874,DEN,73H,J,US,186,0.5078696403582472
2776,2022-03-28 06:25:00,SV,1721,YXJ,73H,J,CA,186,0.3928557089603451
2777,2022-03-28 06:25:00,UK,1315,YXX,320,J,CA,159,0.5061164619897757
2778,2022-03-28 06:35:00,PW,950,YLW,319,J,CA,143,0.6179001675404244
2779,2022-03-28 06:40:00,NV,1256,YCD,320,J,CA,180,0.4774969739589677
2780,2022-03-28 07:15:00,JZ,820,YHM,E90,J,CA,100,0.4487759713536613
2781,2022-03-28 06:40:00,SV,1670,YEG,73H,J,CA,186,0.4274406902943852
2782,2022-03-28 06:15:00,SV,1564,YYJ,73H,J,CA,186,0.3665008799070663
2783,2022-03-28 07:10:00,SV,1743,BWI,73H,J,US,186,0.41779522206502845
2784,2022-03-28 07:15:00,IK,874,HUS,32B,C,US,212,0.8977710755725894
2785,2022-03-28 08:00:00,VW,770,YYZ,320,J,CA,180,0.5210041900268646
2786,2022-03-28 07:35:00,CL,2961,YQU,73H,J,CA,189,0.4446001206029492
2787,2022-03-28 06:55:00,CN,510,EST,AT4,J,US,46,0.5660465958189124
2788,2022-03-28 07:25:00,DO,914,KWT,AT7,J,US,70,0.20549710352155665
2789,2022-03-28 07:15:00,DO,667,YYZ,32N,J,CA,180,0.27053634153634093
2790,2022-03-28 08:45:00,DO,972,YYJ,32N,J,CA,180,0.3198040429356215
2791,2022-03-28 08:05:00,DO,987,YXC,32N,J,CA,180,0.3004101035416821
2792,2022-03-28 08:40:00,DO,723,YBS,73G,J,CA,141,0.18691702114020528
2793,2022-03-28 08:50:00,DO,1454,AUM,32N,J,US,180,0.253732275132275
2794,2022-03-28 07:50:00,CN,551,CKE,AT7,J,US,68,0.2972564421299913
2795,2022-03-28 08:10:00,DO,1047,YLL,CR9,J,CA,90,0.18470779220779215
2796,2022-03-28 08:25:00,NU,534,UTM,AT7,J,US,64,0.4415480257635868
2797,2022-03-28 07:55:00,IK,882,RNH,32B,C,US,212,0.9205987486451807
2798,2022-03-28 08:35:00,DO,704,YQQ,32N,J,CA,180,0.2240066137566137
2799,2022-03-28 07:50:00,DO,644,YXE,CR9,J,CA,90,0.11398878524473749
2800,2022-03-28 08:10:00,DO,688,YLW,32N,J,CA,180,0.21239364364364358
2801,2022-03-28 08:00:00,DO,759,YOW,32N,J,CA,180,0.29102080327080254
2802,2022-03-28 08:20:00,NI,2311,CLR,DH4,J,US,76,0.38740479245562986
2803,2022-03-28 09:00:00,SV,1884,YYJ,73H,J,CA,186,0.3783228167789999
2804,2022-03-28 08:10:00,UK,1313,YXX,319,J,CA,131,0.5584223696139713
2805,2022-03-28 08:55:00,SV,1718,YFI,73H,J,CA,186,0.4374571857751236
2806,2022-03-28 09:15:00,VD,759,FNK,332,J,US,278,0.6255186120146873
2807,2022-03-28 09:50:00,CL,1496,ICL,7M8,J,US,197,0.5865203217106101
2808,2022-03-28 09:35:00,IR,3315,DEN,320,J,US,180,0.5663917037181014
2809,2022-03-28 08:50:00,LW,547,RFK,32Q,C,US,221,0.7317094992943626
2810,2022-03-28 09:20:00,IA,875,DEN,73H,J,US,186,0.5554695040944415
2811,2022-03-28 10:15:00,KU,922,YZF,320,J,CA,180,0.4545199789634681
2812,2022-03-28 10:15:00,BJ,3581,ZSW,32A,J,CA,180,0.3980383184536769
2813,2022-03-28 09:25:00,UK,775,YVR,32N,J,CA,172,0.4902077888305947
2814,2022-03-28 09:30:00,DO,727,BWI,32N,J,US,180,0.18785912698412705
2815,2022-03-28 10:20:00,CN,512,EST,AT4,J,US,46,0.5129188849016066
2816,2022-03-28 11:00:00,DO,679,YQR,32N,J,CA,180,0.26597057772057736
2817,2022-03-28 09:55:00,CN,525,ONL,AT7,J,US,72,0.3685598726580108
2818,2022-03-28 11:15:00,ZY,2190,YXU,73H,J,CA,186,0.7268934501289993
2819,2022-03-28 11:25:00,SV,1574,YXC,73H,J,CA,186,0.35195414462899016
2820,2022-03-28 10:55:00,LJ,3255,YEG,319,J,CA,156,0.6454383567508148
2821,2022-03-28 10:05:00,VW,771,YYZ,32Q,J,CA,220,0.5564955280444234
2822,2022-03-28 10:30:00,CL,1460,YXJ,73H,J,CA,189,0.44075159868349195
2823,2022-03-28 11:25:00,GQ,1094,CYT,333,J,US,305,0.5942540145484352
2824,2022-03-28 12:10:00,OK,750,YOW,32N,J,CA,180,0.5863247840737268
2825,2022-03-28 11:10:00,DO,915,KWT,AT7,J,US,70,0.16945073625539686
2826,2022-03-28 11:30:00,DO,986,YXC,738,J,CA,183,0.3150232852060716
2827,2022-03-28 11:40:00,NV,1252,YCD,320,J,CA,180,0.4954807438160634
2828,2022-03-28 12:35:00,IA,876,DEN,73J,J,US,188,0.5418254826797365
2829,2022-03-28 12:25:00,PW,883,YLW,320,J,CA,174,0.6693431621583728
2830,2022-03-28 12:55:00,SV,1693,YHZ,73H,J,CA,186,0.34906565182757615
2831,2022-03-28 12:30:00,SH,617,SIN,359,J,SG,253,0.2432146864011167
2832,2022-03-28 12:30:00,JZ,822,YHM,32B,J,CA,209,0.5710677964242588
2833,2022-03-28 13:10:00,DO,1070,YHM,32N,J,CA,180,0.2715176767676764
2834,2022-03-28 11:45:00,CL,2475,AIV,73H,J,US,189,0.5813143374963394
2835,2022-03-28 12:20:00,CL,1840,PHX,73H,J,US,189,0.6132158835956716
2836,2022-03-28 12:10:00,DO,1454,AUM,32N,J,US,180,0.24975288220551362
2837,2022-03-28 13:30:00,SV,1683,YBR,73H,J,CA,186,0.4009260917178975
2838,2022-03-28 13:15:00,DO,1078,DAN,319,J,US,150,0.20349453955390845
2839,2022-03-28 13:00:00,PU,857,ASE,32Q,J,US,239,0.7797300427220549
2840,2022-03-28 13:35:00,DO,1085,EKI,CR9,J,US,90,0.20500521505784638
2841,2022-03-28 13:20:00,BZ,1386,NES,73H,J,US,158,0.5329051277558033
2842,2022-03-28 13:20:00,GQ,3113,ASE,73H,J,US,189,0.4673663317073932
2843,2022-03-28 13:20:00,JZ,818,YHM,32B,J,CA,209,0.5814839814397275
2844,2022-03-28 12:55:00,DO,753,HFD,32N,J,US,180,0.24085982195638644
2845,2022-03-28 13:55:00,SV,1667,YYF,73H,J,CA,186,0.3856376448617163
2846,2022-03-28 13:50:00,SV,1569,YYJ,73H,J,CA,186,0.36356418892480447
2847,2022-03-28 13:20:00,VW,771,YYZ,320,J,CA,180,0.5754869851741831
2848,2022-03-28 14:45:00,DO,716,YLL,CR9,J,CA,90,0.19159151034151028
2849,2022-03-28 13:55:00,DO,1057,YKA,CR9,J,CA,90,0.2881666666666661
2850,2022-03-28 14:55:00,SV,1529,CKE,73H,J,US,186,0.4291807320122345
2851,2022-03-28 13:50:00,DO,905,CKE,CR9,J,US,90,0.26157806511227527
2852,2022-03-28 13:55:00,IA,876,DEN,295,J,US,132,0.6133881147971525
2853,2022-03-28 14:20:00,KU,923,YZF,320,J,CA,180,0.44941439501310215
2854,2022-03-28 15:30:00,GQ,1094,CYT,321,J,US,180,0.640277963054481
2855,2022-03-28 15:30:00,CN,513,EST,AT7,J,US,72,0.5658824808816884
2856,2022-03-28 15:40:00,CL,2413,YWP,73H,J,CA,189,0.5899518381405691
2857,2022-03-28 16:00:00,CN,526,ONL,AT7,J,US,68,0.5260363740278237
2858,2022-03-28 15:45:00,DO,986,YXC,738,J,CA,183,0.3226207699480815
2859,2022-03-28 15:25:00,ZY,813,YXC,73H,J,CA,186,0.4002474494796963
2860,2022-03-28 15:20:00,ZL,1743,DFW,320,J,US,180,0.5970431014370206
2861,2022-03-28 16:10:00,SV,1600,YKA,73H,J,CA,186,0.4962969329278497
2862,2022-03-28 15:05:00,PU,858,ASE,32Q,J,US,239,0.7833508590997207
2863,2022-03-28 16:20:00,DO,1437,PHX,73G,J,US,141,0.3362101282386343
2864,2022-03-28 16:25:00,DO,1385,YXX,32N,J,CA,180,0.2043184223184225
2865,2022-03-28 17:00:00,TN,553,DOH,788,J,QA,254,0.6228060089893256
2866,2022-03-28 16:40:00,VW,772,YYZ,319,J,CA,144,0.5931002798179833
2867,2022-03-28 16:00:00,DO,694,YXU,32N,J,CA,180,0.2522704299669943
2868,2022-03-28 17:10:00,SV,1530,CKE,73H,J,US,186,0.4305405944698169
2869,2022-03-28 17:00:00,DO,709,ZSW,32N,J,CA,180,0.208408369408369
2870,2022-03-28 16:10:00,EM,770,PTL,223,J,US,145,0.4979050595579814
2871,2022-03-28 16:20:00,DO,1124,OFF,32N,J,US,180,0.28806338558246936
2872,2022-03-28 16:50:00,SV,1579,YXC,73H,J,CA,186,0.3484402372418497
2873,2022-03-28 17:00:00,DO,699,YCD,319,J,CA,150,0.21469020593231847
2874,2022-03-28 16:20:00,SV,1719,YFI,73H,J,CA,186,0.42706914575866173
2875,2022-03-28 16:40:00,CL,2960,YQU,320,J,CA,180,0.4635979573988587
2876,2022-03-28 16:45:00,CL,701,YBR,73H,J,CA,189,0.6358629630942034
2877,2022-03-28 16:55:00,SV,1672,YEG,73H,J,CA,186,0.4063112814573992
2878,2022-03-28 16:55:00,DO,1072,YHM,32N,J,CA,180,0.26291895141895105
2879,2022-03-28 18:00:00,DO,717,YLL,CR9,J,CA,90,0.17227729677729675
2880,2022-03-28 17:30:00,LJ,2395,YKA,319,J,CA,156,0.5552069490171103
2881,2022-03-28 18:00:00,DO,703,YZF,32N,J,CA,180,0.17359697468030763
2882,2022-03-28 17:20:00,CN,556,CKE,AT7,J,US,68,0.4044010729583351
2883,2022-03-28 18:40:00,LJ,2545,YXT,319,J,CA,156,0.5743097995812958
2884,2022-03-28 18:40:00,SV,1715,AIY,73H,J,US,186,0.3820509814878207
2885,2022-03-28 18:10:00,GQ,1095,CYT,32Q,J,US,190,0.6136149700726793
2886,2022-03-28 18:20:00,SV,1673,YEG,73H,J,CA,186,0.4086531118206837
2887,2022-03-28 19:00:00,SV,1712,YLW,73H,J,CA,186,0.43526785518362376
2888,2022-03-28 19:15:00,DO,990,YXC,738,J,CA,183,0.25718612431088494
2889,2022-03-28 19:10:00,IA,878,DEN,73H,J,US,186,0.5245969816857273
2890,2022-03-28 19:10:00,IR,1139,PHX,320,J,US,180,0.546916590604188
2891,2022-03-28 19:55:00,UK,777,YVR,32A,J,CA,172,0.514492890287788
2892,2022-03-28 20:15:00,UK,1314,YXX,319,J,CA,131,0.565600499905448
2893,2022-03-28 20:05:00,RS,839,YXC,73H,J,CA,189,0.3653950647679777
2894,2022-03-28 19:10:00,KU,924,YZF,223,J,CA,145,0.39822586719801467
2895,2022-03-28 20:30:00,DO,683,DEN,32N,J,US,180,0.1324634729968065
2896,2022-03-28 20:05:00,SV,1580,YXC,73H,J,CA,186,0.31799477738942417
2897,2022-03-28 19:40:00,VW,773,YYZ,320,J,CA,180,0.5734872402091142
2898,2022-03-28 20:05:00,DO,1460,YKK,CR9,J,CA,90,0.33399242424242376
2899,2022-03-28 21:05:00,SV,1532,CKE,73H,J,US,186,0.3072355929557555
2900,2022-03-28 21:20:00,ZY,2291,PHX,73H,J,US,186,0.570773892829471
2901,2022-03-28 20:20:00,DO,1000,YYZ,32N,J,CA,180,0.10688937389770736
2902,2022-03-28 19:50:00,LJ,1776,YLW,320,J,CA,186,0.6839187946661057
2903,2022-03-28 21:05:00,DO,923,KWT,32N,J,US,180,0.12100869582777991
2904,2022-03-28 21:30:00,DO,648,YXE,32N,J,CA,180,0.13259429006929002
2905,2022-03-28 20:25:00,DO,1456,AUM,32N,J,US,180,0.21764787558120807
2906,2022-03-28 20:35:00,UK,1315,YXX,E95,J,CA,120,0.5581938514731516
2907,2022-03-28 21:10:00,CL,3466,YYT,73H,J,CA,189,0.7436324071815409
2908,2022-03-28 21:10:00,LJ,2396,YKA,320,J,CA,180,0.5756853725365827
2909,2022-03-28 21:30:00,DO,907,CKE,CR9,J,US,88,0.34086166426166387
2910,2022-03-28 21:50:00,FO,792,PEK,77W,J,CN,392,0.5593412589005099
2911,2022-03-28 21:10:00,LJ,1162,YWG,320,J,CA,186,0.5177392065978833
2912,2022-03-28 22:20:00,CL,1095,ICL,7M8,J,US,197,0.6057938017484071
2913,2022-03-28 23:30:00,DO,1414,DAB,CR9,J,US,88,0.050130926795820326
2914,2022-03-28 22:50:00,DO,976,YYJ,32N,J,CA,180,0.0669055780704718
2915,2022-03-28 23:45:00,CL,1391,YYF,73H,J,CA,189,0.40324445441543066
2916,2022-03-29 05:00:00,RT,808,TKL,73H,J,US,189,0.6059965016068528
2917,2022-03-29 05:40:00,IA,874,DEN,73H,J,US,186,0.6108973321351031
2918,2022-03-29 06:15:00,UK,1315,YXX,320,J,CA,159,0.644632158367637
2919,2022-03-29 06:30:00,UK,777,YVR,32N,J,CA,172,0.6743056645585714
2920,2022-03-29 07:30:00,NV,1256,YCD,320,J,CA,180,0.5635739868945442
2921,2022-03-29 06:15:00,DO,1068,YHM,73G,J,CA,141,0.25528308169056474
2922,2022-03-29 06:50:00,SV,1723,YXU,73H,J,CA,186,0.5962263319130416
2923,2022-03-29 07:00:00,SV,1564,YYJ,73H,J,CA,186,0.29667103633440595
2924,2022-03-29 07:00:00,DO,901,CKE,CR9,J,US,90,0.23309240272398138
2925,2022-03-29 07:05:00,SV,1770,DAB,73H,J,US,186,0.5349926756273807
2926,2022-03-29 08:00:00,DO,651,YXC,32N,J,CA,180,0.17551163521908164
2927,2022-03-29 07:35:00,IK,874,YAD,32B,C,CA,212,0.864054337073412
2928,2022-03-29 07:25:00,SV,1527,CKE,73H,J,US,186,0.5072950070599497
2929,2022-03-29 08:05:00,DO,667,YYZ,32N,J,CA,180,0.20259321984321946
2930,2022-03-29 08:45:00,DO,972,YYJ,32N,J,CA,180,0.19733737400470366
2931,2022-03-29 08:25:00,DO,987,YXC,32N,J,CA,180,0.18119707567776794
2932,2022-03-29 08:30:00,DO,719,HDE,CR9,J,US,90,0.19615600448933754
2933,2022-03-29 08:40:00,DO,1043,ZSW,32N,J,CA,180,0.19630188165429863
2934,2022-03-29 08:35:00,DO,1123,OFF,CR9,J,US,90,0.2916605339105332
2935,2022-03-29 08:30:00,DO,1069,YHM,CR9,J,CA,90,0.23348627869372526
2936,2022-03-29 08:50:00,DO,697,YCD,32N,J,CA,180,0.18008798083798053
2937,2022-03-29 07:40:00,DO,1350,DEN,32N,J,US,180,0.2817573234287391
2938,2022-03-29 08:35:00,IK,780,YXC,332,C,CA,322,0.47206443059296693
2939,2022-03-29 07:55:00,DO,688,YLW,32N,J,CA,180,0.20153993278993246
2940,2022-03-29 07:50:00,DO,679,YWG,32N,J,CA,180,0.19997485147485108
2941,2022-03-29 08:50:00,PO,595,YAD,73H,C,CA,189,0.890637609147909
2942,2022-03-29 08:45:00,SV,1884,YYJ,73H,J,CA,186,0.3408982405487774
2943,2022-03-29 09:30:00,UK,1313,YXX,319,J,CA,131,0.6801767107652977
2944,2022-03-29 08:25:00,SV,1718,YFI,73H,J,CA,186,0.5339747234155675
2945,2022-03-29 09:20:00,DO,902,CKE,32N,J,US,180,0.1746634022243282
2946,2022-03-29 09:15:00,EM,544,GBR,223,J,US,145,0.44772141357321277
2947,2022-03-29 09:10:00,IA,875,DEN,73H,J,US,186,0.727254831464758
2948,2022-03-29 08:45:00,LJ,3140,DEN,320,J,US,186,0.5544359979100628
2949,2022-03-29 08:55:00,BJ,3581,ZSW,32A,J,CA,180,0.42571211887774185
2950,2022-03-29 10:10:00,MD,1959,BZF,320,J,US,180,0.8270389444107344
