ScheduleTime,Airline,FlightNumber,Destination,AircraftType,FlightType,Sector,SeatCapacity,LoadFactor
2021-10-05 20:20:00,ZY,1532,CKE,73H,J,US,189,0.222222222222222
2021-10-05 20:05:00,ZY,2291,PHX,73H,J,US,189,0.761904761904761
2021-10-05 20:35:00,DO,907,CKE,32N,J,US,180,0.0777777777777777
2021-10-05 20:20:00,DO,1125,OFF,CR9,J,US,90,0.188888888888888
2021-10-05 21:15:00,DO,970,YYJ,32N,J,CA,180,0.166666666666666
2021-10-05 20:55:00,DO,747,YJO,CR9,J,CA,90,0.211111111111111
2021-10-05 21:40:00,ZY,1530,CKE,73H,J,US,189,0.259259259259259
2021-10-05 22:10:00,CL,1496,ICL,7M8,J,US,197,0.736040609137055
2021-10-05 22:10:00,MD,1538,MJQ,32B,J,US,230,0.691304347826087
2021-10-05 23:40:00,DO,751,HFD,CR9,J,US,90,0.0888888888888888
2021-10-06 04:45:00,UI,1956,YKA,73H,C,CA,189,0.074074074074074
2021-10-06 05:20:00,ZY,1723,YXU,73H,J,CA,189,0.989417989417989
2021-10-06 05:40:00,DO,695,YXJ,32N,J,CA,180,0.605555555555555
2021-10-06 07:05:00,PW,950,YLW,319,J,CA,143,0.867132867132867
2021-10-06 06:20:00,NV,1256,YCD,319,J,CA,141,0.709219858156028
2021-10-06 06:45:00,JZ,820,YHM,E90,J,CA,100,0.28
2021-10-06 06:50:00,DO,901,CKE,CR9,J,US,90,0.3
2021-10-06 07:30:00,ZY,1564,YYJ,73H,J,CA,189,0.343915343915343
2021-10-06 07:05:00,CN,550,CKE,AT7,J,US,68,0.13235294117647
2021-10-06 07:15:00,PO,591,ARB,73H,C,US,189,0.925925925925925
2021-10-06 07:05:00,CL,2961,YQU,73H,J,CA,189,0.751322751322751
2021-10-06 07:25:00,DO,667,YYZ,32N,J,CA,180,0.483333333333333
2021-10-06 08:05:00,DO,750,YKF,CR9,J,CA,90,0.333333333333333
2021-10-06 07:30:00,DO,1069,YHM,CR9,J,CA,90,0.322222222222222
2021-10-06 07:25:00,DO,1454,AUM,319,J,US,150,0.153333333333333
2021-10-06 08:10:00,DO,1047,YLL,AT7,J,CA,70,0.2
2021-10-06 09:05:00,NU,534,UTM,AT7,J,US,64,0.25
2021-10-06 07:25:00,PO,572,RNH,73H,C,US,189,0.931216931216931
2021-10-06 08:10:00,CN,524,ONL,AT4,J,US,46,0.652173913043478
2021-10-06 08:25:00,DO,914,KWT,AT7,J,US,70,0.171428571428571
2021-10-06 08:40:00,DO,759,YOW,32N,J,CA,180,0.505555555555555
2021-10-06 08:20:00,DO,698,KEF,32N,J,IS,180,0.111111111111111
2021-10-06 08:30:00,CL,566,YPE,73H,J,CA,189,0.772486772486772
2021-10-06 09:30:00,ZY,1718,YFI,73H,J,CA,189,0.878306878306878
2021-10-06 08:25:00,CL,1497,ICL,73H,J,US,189,0.899470899470899
2021-10-06 09:25:00,IA,875,DEN,E90,J,US,100,0.89
2021-10-06 08:45:00,JZ,817,YHM,319,J,CA,144,0.458333333333333
2021-10-06 09:20:00,ZY,811,YXC,73H,J,CA,189,0.677248677248677
2021-10-06 09:45:00,ZY,1528,CKE,73H,J,US,189,0.444444444444444
2021-10-06 08:40:00,TN,554,DOH,788,J,QA,254,0.704724409448818
2021-10-06 09:20:00,DO,644,YXE,CR9,J,CA,90,0.1
2021-10-06 10:30:00,KU,922,YZF,32Q,J,CA,185,0.897297297297297
2021-10-06 09:35:00,NH,600,MSP,321,J,US,200,0.8
2021-10-06 11:00:00,CN,552,CKE,AT7,J,US,68,0.588235294117647
2021-10-06 09:50:00,CL,1688,YPP,73H,J,CA,189,0.73015873015873
2021-10-06 10:00:00,ZY,1713,AIY,73H,J,US,189,0.878306878306878
2021-10-06 11:40:00,CL,1849,YXU,73H,J,CA,189,0.936507936507936
2021-10-06 11:00:00,CN,512,EST,AT7,J,US,72,0.25
2021-10-06 10:55:00,DO,1092,YYG,32N,J,CA,180,0.194444444444444
2021-10-06 11:10:00,DO,727,BWI,32N,J,US,180,0.572222222222222
2021-10-06 10:45:00,PW,883,YLW,318,J,CA,131,0.908396946564885
2021-10-06 10:40:00,OK,750,YOW,320,J,CA,174,0.724137931034482
2021-10-06 11:35:00,LJ,1713,YFI,32A,J,CA,186,0.967741935483871
2021-10-06 11:50:00,DO,986,YXC,32N,J,CA,180,0.538888888888888
2021-10-06 11:50:00,IA,876,DEN,73H,J,US,186,0.962365591397849
2021-10-06 12:30:00,DO,1443,YTK,32N,J,CA,180,0.283333333333333
2021-10-06 12:35:00,DO,1057,YKA,CR9,J,CA,90,0.544444444444444
2021-10-06 12:10:00,DO,808,LUL,359,J,US,300,0.176666666666666
2021-10-06 12:50:00,AY,651,YYG,320,J,CA,174,0.712643678160919
2021-10-06 13:05:00,DO,1460,YKK,CR9,J,CA,90,0.355555555555555
2021-10-06 11:45:00,EM,565,PTL,223,J,US,145,0.524137931034482
2021-10-06 12:35:00,DO,810,BOW,359,J,US,300,0.12
2021-10-06 12:55:00,DO,753,HFD,CR9,J,US,90,0.233333333333333
2021-10-06 13:10:00,PU,857,ASE,32N,J,US,186,0.806451612903225
2021-10-06 12:55:00,DO,725,YVR,319,J,CA,150,0.54
2021-10-06 13:30:00,VW,771,YYZ,320,J,CA,168,0.964285714285714
2021-10-06 13:55:00,DO,1070,YHM,CR9,J,CA,90,0.322222222222222
2021-10-06 14:10:00,DO,827,WGO,333,J,US,262,0.00381679389312977
2021-10-06 14:30:00,DO,1040,ZSW,CR9,J,CA,90,0.166666666666666
2021-10-06 15:10:00,GM,817,YYJ,359,J,CA,321,0.0342679127725856
2021-10-06 13:50:00,ZY,1529,CKE,73H,J,US,189,0.481481481481481
2021-10-06 14:20:00,CL,711,YQR,73H,J,CA,189,0.814814814814814
2021-10-06 15:20:00,NU,536,UTM,AT7,J,US,64,0.125
2021-10-06 15:30:00,DO,974,YYJ,32N,J,CA,180,0.466666666666666
2021-10-06 16:15:00,DO,694,YXU,32N,J,CA,180,0.688888888888888
2021-10-06 15:45:00,ZY,1600,YKA,73H,J,CA,189,0.735449735449735
2021-10-06 16:40:00,IR,1121,RNH,32N,J,US,180,0.677777777777777
2021-10-06 16:55:00,DO,1385,YXX,32N,J,CA,180,0.494444444444444
2021-10-06 16:55:00,TN,553,DOH,788,J,QA,254,0.39763779527559
2021-10-06 16:05:00,CL,3779,YWG,73H,J,CA,189,0.862433862433862
2021-10-06 17:30:00,DO,1005,YYZ,32N,J,CA,180,0.722222222222222
2021-10-06 17:35:00,DO,709,ZSW,CR9,J,CA,90,0.377777777777777
2021-10-06 17:25:00,ZY,1579,YXC,73H,J,CA,189,0.682539682539682
2021-10-06 16:50:00,DO,686,YLW,32N,J,CA,180,0.588888888888888
2021-10-06 16:20:00,DO,729,LAS,32N,J,US,180,0.477777777777777
2021-10-06 16:30:00,VW,773,YYZ,32N,J,CA,180,0.788888888888888
2021-10-06 17:30:00,IR,1124,YFI,32B,J,CA,220,0.881818181818181
2021-10-06 17:45:00,CN,516,EST,AT7,J,US,72,0.569444444444444
2021-10-06 17:20:00,DO,1395,YQL,CR9,J,CA,90,0.211111111111111
2021-10-06 17:15:00,DO,1072,YHM,CR9,J,CA,90,0.222222222222222
2021-10-06 17:35:00,ZY,1748,DUF,73H,J,US,189,0.888888888888888
2021-10-06 18:20:00,CN,527,ONL,AT4,J,US,46,0.826086956521739
2021-10-06 18:35:00,NU,536,UTM,AT7,J,US,64,0.5625
2021-10-06 18:15:00,UK,1314,YXX,319,J,CA,138,0.876811594202898
2021-10-06 18:50:00,GQ,1095,CYT,32Q,J,US,185,0.843243243243243
2021-10-06 19:20:00,DO,1460,YKK,CR9,J,CA,88,0.272727272727272
2021-10-06 18:45:00,CN,556,CKE,AT4,J,US,46,0.760869565217391
2021-10-06 18:20:00,ZY,1532,CKE,73H,J,US,189,0.693121693121693
2021-10-06 19:40:00,DO,976,YYJ,32N,J,CA,180,0.377777777777777
2021-10-06 18:50:00,JZ,820,YHM,32B,J,CA,209,0.62200956937799
2021-10-06 19:50:00,DO,990,YXC,32N,J,CA,180,0.638888888888888
2021-10-06 18:45:00,CL,635,MQI,73H,J,US,189,0.888888888888888
2021-10-06 20:20:00,ML,654,YKF,E95,J,CA,118,0.73728813559322
2021-10-06 19:30:00,KU,924,YZF,32A,J,CA,180,0.672222222222222
2021-10-06 20:40:00,OF,575,OTH,32Q,J,US,160,0.9125
2021-10-06 19:30:00,ZY,1683,YBR,73H,J,CA,189,0.365079365079365
2021-10-06 21:00:00,NI,2312,CLR,DH4,J,US,76,0.631578947368421
2021-10-06 21:25:00,DO,907,CKE,32N,J,US,180,0.15
2021-10-06 20:20:00,DO,923,KWT,AT7,J,US,70,0.128571428571428
2021-10-06 21:35:00,DO,1456,AUM,32N,J,US,180,0.183333333333333
2021-10-06 21:05:00,DO,747,YJO,CR9,J,CA,90,0.211111111111111
2021-10-06 21:10:00,ZY,1530,CKE,73H,J,US,189,0.148148148148148
2021-10-06 21:55:00,CN,518,EST,AT7,J,US,72,0.680555555555555
2021-10-06 22:10:00,DO,976,YYJ,32N,J,CA,180,0.0944444444444444
2021-10-06 23:20:00,DO,991,YXC,CR9,J,CA,90,0.188888888888888
2021-10-07 05:30:00,MC,751,YXH,32Q,J,CA,221,0.683257918552036
2021-10-07 05:45:00,UK,1315,YXX,319,J,CA,132,0.871212121212121
2021-10-07 06:20:00,UK,777,YVR,32N,J,CA,180,0.861111111111111
2021-10-07 07:25:00,ZY,1705,YXH,73H,J,CA,189,0.925925925925925
2021-10-07 07:10:00,DO,901,CKE,CR9,J,US,90,0.611111111111111
2021-10-07 06:40:00,VW,770,YYZ,320,J,CA,168,0.875
2021-10-07 06:50:00,ZY,1743,BWI,73H,J,US,189,0.952380952380952
2021-10-07 06:35:00,DO,634,YYJ,32N,J,CA,180,0.177777777777777
2021-10-07 08:05:00,AY,2881,RFK,32N,C,US,174,0.988505747126436
2021-10-07 08:05:00,CN,510,EST,AT7,J,US,72,0.486111111111111
2021-10-07 07:30:00,DO,667,YYZ,32N,J,CA,180,0.544444444444444
2021-10-07 08:25:00,DO,972,YYJ,32N,J,CA,150,0.253333333333333
2021-10-07 08:25:00,DO,750,YKF,CR9,J,CA,90,0.577777777777777
2021-10-07 08:05:00,DO,1123,OFF,CR9,J,US,90,0.177777777777777
2021-10-07 08:00:00,DO,1437,PHX,32N,J,US,180,0.477777777777777
2021-10-07 08:15:00,DO,1350,DEN,CR9,J,US,90,0.433333333333333
2021-10-07 07:50:00,NU,534,UTM,AT7,J,US,48,0.5625
2021-10-07 07:50:00,CN,524,ONL,AT4,J,US,46,0.608695652173913
2021-10-07 09:15:00,DO,914,KWT,AT7,J,US,70,0.0714285714285714
2021-10-07 08:35:00,CN,551,CKE,AT4,J,US,46,0.847826086956521
2021-10-07 08:00:00,ZY,1718,YFI,73H,J,CA,189,0.91005291005291
2021-10-07 08:30:00,FZ,2487,YWQ,73H,J,CA,186,0.612903225806451
2021-10-07 08:20:00,DO,972,YYJ,320,J,CA,168,0.202380952380952
2021-10-07 08:35:00,JZ,817,YHM,319,J,CA,144,0.465277777777777
2021-10-07 10:00:00,IA,875,DEN,E90,J,US,100,0.98
2021-10-07 10:15:00,ZY,1528,CKE,73H,J,US,189,0.423280423280423
2021-10-07 09:40:00,DO,644,YXE,CR9,J,CA,90,0.0555555555555555
2021-10-07 09:40:00,BJ,3581,ZSW,319,J,CA,144,0.458333333333333
2021-10-07 09:10:00,VD,760,FNK,332,J,US,278,0.85251798561151
2021-10-07 11:05:00,ZY,1721,YXJ,73H,J,CA,189,0.888888888888888
2021-10-07 10:05:00,ML,654,YKF,E95,J,CA,118,0.813559322033898
2021-10-07 11:05:00,CL,1849,YXU,73H,J,CA,189,0.957671957671957
2021-10-07 10:45:00,CN,512,EST,AT7,J,US,72,0.375
2021-10-07 11:05:00,DO,904,CKE,AT7,J,US,70,0.3
2021-10-07 11:25:00,UK,775,YVR,32N,J,CA,180,0.777777777777777
2021-10-07 11:20:00,BT,660,NPA,319,J,US,150,0.353333333333333
2021-10-07 11:35:00,DO,1397,FBY,32N,J,US,180,0.644444444444444
2021-10-07 11:30:00,GQ,1094,CYT,32B,J,US,180,0.744444444444444
2021-10-07 11:30:00,DO,973,YYJ,32N,J,CA,150,0.306666666666666
2021-10-07 11:30:00,IA,876,DEN,73J,J,US,186,0.962365591397849
2021-10-07 12:45:00,DO,1487,JRD,319,J,US,150,0.493333333333333
2021-10-07 11:55:00,JZ,822,YHM,E90,J,CA,100,0.87
2021-10-07 12:40:00,DO,811,CPH,333,J,DK,262,0.125954198473282
2021-10-07 11:45:00,DO,803,EWR,333,J,US,266,0.131578947368421
2021-10-07 12:20:00,GQ,3113,ASE,73H,J,US,165,1.0
2021-10-07 12:20:00,DO,985,YXC,CR9,J,CA,90,0.322222222222222
2021-10-07 13:05:00,UK,1313,YXX,319,J,CA,138,0.797101449275362
2021-10-07 13:05:00,DO,974,YYJ,320,J,CA,168,0.184523809523809
2021-10-07 13:55:00,VW,771,YYZ,319,J,CA,143,0.888111888111888
2021-10-07 14:15:00,CL,635,MQI,73H,J,US,189,0.941798941798941
2021-10-07 13:15:00,DO,1456,AUM,319,J,US,150,0.213333333333333
2021-10-07 14:40:00,LJ,3140,DEN,319,J,US,156,0.942307692307692
2021-10-07 14:25:00,DO,1040,ZSW,CR9,J,CA,90,0.233333333333333
2021-10-07 14:20:00,CN,526,ONL,AT4,J,US,46,0.456521739130434
2021-10-07 15:20:00,KU,923,YZF,223,J,CA,145,0.868965517241379
2021-10-07 15:10:00,UK,776,YVR,321,J,CA,200,0.715
2021-10-07 14:45:00,GQ,1094,CYT,7M8,J,US,162,0.74074074074074
2021-10-07 16:05:00,NU,536,UTM,AT7,J,US,48,0.5
2021-10-07 15:35:00,DO,974,YYJ,32N,J,CA,150,0.573333333333333
2021-10-07 15:20:00,DO,986,YXC,32N,J,CA,180,0.616666666666666
2021-10-07 15:50:00,PU,858,ASE,32N,J,US,186,0.940860215053763
2021-10-07 16:45:00,DO,814,ORD,359,J,US,300,0.04
2021-10-07 16:00:00,DO,1385,YXX,32N,J,CA,180,0.716666666666666
2021-10-07 16:05:00,CN,556,CKE,AT7,J,US,72,0.75
2021-10-07 17:00:00,ZY,1680,DEN,73H,J,US,189,0.835978835978835
2021-10-07 16:10:00,DO,1005,YYZ,32N,J,CA,180,0.222222222222222
2021-10-07 16:00:00,DO,1417,YKF,CR9,J,CA,90,0.633333333333333
2021-10-07 17:45:00,DO,709,ZSW,CR9,J,CA,90,0.488888888888888
2021-10-07 17:35:00,LJ,884,SCM,32A,J,US,186,0.876344086021505
2021-10-07 16:40:00,CN,527,ONL,AT4,J,US,46,0.760869565217391
2021-10-07 16:45:00,DO,686,YLW,32N,J,CA,180,0.911111111111111
2021-10-07 16:55:00,DO,919,KWT,AT7,J,US,70,0.542857142857142
2021-10-07 17:50:00,IR,1124,YFI,32B,J,CA,220,0.972727272727272
2021-10-07 17:35:00,IA,877,DEN,73H,J,US,186,0.946236559139785
2021-10-07 17:00:00,IR,1137,YXJ,32A,J,CA,180,0.961111111111111
2021-10-07 16:55:00,DO,680,YWG,32N,J,CA,180,0.3
2021-10-07 17:25:00,SV,1667,YYF,73H,J,CA,189,0.555555555555555
2021-10-07 18:25:00,NU,536,UTM,AT7,J,US,48,1.16666666666666
2021-10-07 18:55:00,DO,684,DEN,320,J,US,168,0.494047619047619
2021-10-07 18:55:00,DO,1007,EKO,CR9,J,US,90,0.155555555555555
2021-10-07 19:00:00,GQ,1095,CYT,32Q,J,US,182,0.725274725274725
2021-10-07 18:10:00,LJ,990,YQQ,319,J,CA,156,0.743589743589743
2021-10-07 18:45:00,DO,1460,YKK,CR9,J,CA,90,0.255555555555555
2021-10-07 19:25:00,CN,556,CKE,AT7,J,US,72,0.805555555555555
2021-10-07 18:40:00,JZ,820,YHM,319,J,CA,144,0.944444444444444
2021-10-07 18:40:00,SV,1673,YEG,73H,J,CA,189,0.56084656084656
2021-10-07 19:30:00,DO,990,YXC,32N,J,CA,180,0.361111111111111
2021-10-07 19:25:00,ZY,816,YXC,73H,J,CA,189,0.825396825396825
2021-10-07 19:25:00,EM,546,GBR,223,J,US,145,0.503448275862069
2021-10-07 19:45:00,CL,1840,PHX,73H,J,US,189,0.936507936507936
2021-10-07 20:25:00,ML,654,YKF,E75,J,CA,82,0.756097560975609
2021-10-07 19:50:00,ZY,823,AUM,73H,J,US,186,0.505376344086021
2021-10-07 20:40:00,KU,924,YZF,321,J,CA,219,0.328767123287671
2021-10-07 20:25:00,ZY,1606,GBR,73H,J,US,186,0.532258064516129
2021-10-07 19:55:00,IR,1447,YMM,320,J,CA,180,0.95
2021-10-07 20:05:00,ZY,1532,CKE,73H,J,US,189,0.455026455026455
2021-10-07 20:05:00,ZY,1687,DAN,73H,J,US,189,0.851851851851851
2021-10-07 21:00:00,DO,1125,OFF,CR9,J,US,90,0.411111111111111
2021-10-07 20:40:00,DO,1456,AUM,319,J,US,150,0.0866666666666666
2021-10-07 20:20:00,QU,635,YPJ,319,J,CA,144,0.430555555555555
2021-10-07 21:05:00,ZT,571,KEF,7M8,J,IS,160,0.725
2021-10-07 21:15:00,MD,2574,ZTM,32A,J,CA,186,0.881720430107526
2021-10-07 20:50:00,LJ,1162,YWG,32A,J,CA,186,0.46774193548387
2021-10-07 21:20:00,CN,518,EST,AT7,J,US,72,0.736111111111111
2021-10-07 22:00:00,MD,1538,MJQ,32A,J,US,186,0.838709677419354
2021-10-07 22:05:00,CL,1496,ICL,7M8,J,US,197,0.878172588832487
2021-10-07 22:20:00,DO,976,YYJ,32N,J,CA,180,0.172222222222222
2021-10-07 22:35:00,DO,751,HFD,CR9,J,US,90,0.111111111111111
2021-10-08 06:20:00,DO,3073,PSP,32N,C,US,180,0.955555555555555
2021-10-08 05:30:00,DO,695,YXU,32N,J,CA,180,0.855555555555555
2021-10-08 06:05:00,UK,1315,YXX,319,J,CA,132,0.916666666666666
2021-10-08 06:20:00,TJ,721,ASH,E95,C,US,118,0.966101694915254
2021-10-08 06:35:00,UK,777,YVR,32A,J,CA,168,0.916666666666666
2021-10-08 06:25:00,IK,897,CKX,32B,C,US,212,1.00471698113207
2021-10-08 07:10:00,ZY,1723,YXU,73H,J,CA,186,0.994623655913978
2021-10-08 06:50:00,ZY,1573,YXC,73H,J,CA,189,0.555555555555555
2021-10-08 06:50:00,ZY,1743,BWI,73H,J,US,189,0.899470899470899
2021-10-08 06:25:00,CL,3040,FTL,73H,J,US,189,0.613756613756613
2021-10-08 07:30:00,AY,2875,MTX,320,C,US,180,1.0
2021-10-08 08:15:00,ZY,1527,CKE,73H,J,US,189,0.243386243386243
2021-10-08 08:20:00,PO,625,YXJ,73H,C,CA,189,0.968253968253968
2021-10-08 07:20:00,DO,750,YKF,CR9,J,CA,90,0.366666666666666
2021-10-08 08:50:00,DO,972,YYJ,32N,J,CA,180,0.111111111111111
2021-10-08 08:05:00,DO,1043,ZSW,CR9,J,CA,90,0.644444444444444
2021-10-08 08:10:00,DO,1123,OFF,CR9,J,US,90,0.177777777777777
2021-10-08 07:30:00,DO,1437,PHX,32N,J,US,180,0.288888888888888
2021-10-08 08:50:00,CL,3240,YHZ,73H,J,CA,189,0.968253968253968
2021-10-08 08:00:00,CN,511,EST,AT7,J,US,72,0.472222222222222
2021-10-08 08:55:00,DO,1061,LAS,319,J,US,150,0.34
2021-10-08 08:35:00,DO,914,KWT,AT7,J,US,70,0.114285714285714
2021-10-08 07:45:00,DO,759,YOW,320,J,CA,168,0.708333333333333
2021-10-08 08:30:00,DO,698,KEF,32N,J,IS,180,0.144444444444444
2021-10-08 09:30:00,ZY,1528,CKE,73H,J,US,189,0.28042328042328
2021-10-08 08:55:00,CL,1408,DAN,7M8,J,US,197,0.964467005076142
2021-10-08 09:10:00,DO,972,YYJ,320,J,CA,168,0.226190476190476
2021-10-08 08:10:00,DO,988,YXC,CR9,J,CA,90,0.344444444444444
2021-10-08 08:20:00,DO,902,CKE,32N,J,US,180,0.188888888888888
2021-10-08 09:15:00,JZ,817,YHM,32B,J,CA,209,0.459330143540669
2021-10-08 09:05:00,LJ,1775,YLW,32A,J,CA,186,0.973118279569892
2021-10-08 09:10:00,DO,644,YXE,CR9,J,CA,90,0.122222222222222
2021-10-08 09:15:00,CL,2961,YQU,73H,J,CA,189,0.835978835978835
2021-10-08 09:50:00,IR,1447,YMM,32A,J,CA,186,0.844086021505376
2021-10-08 09:30:00,MD,3071,PHK,32B,J,US,230,0.869565217391304
2021-10-08 10:55:00,ML,654,YKF,E95,J,CA,112,0.633928571428571
2021-10-08 10:35:00,ZY,1709,MXA,73H,J,US,189,0.682539682539682
2021-10-08 11:35:00,VW,771,YYZ,319,J,CA,143,0.762237762237762
2021-10-08 11:40:00,IR,1123,YFI,32B,J,CA,220,0.727272727272727
2021-10-08 11:15:00,CL,1840,PHX,73H,J,US,189,1.0
2021-10-08 11:20:00,DO,904,CKE,AT7,J,US,70,0.442857142857142
2021-10-08 10:30:00,ZY,1702,YQR,73H,J,CA,189,0.407407407407407
2021-10-08 11:15:00,UK,775,YVR,319,J,CA,138,0.847826086956521
2021-10-08 12:15:00,CN,514,EST,AT7,J,US,72,0.361111111111111
2021-10-08 11:35:00,LJ,1385,LAS,32A,J,US,186,0.758064516129032
2021-10-08 11:45:00,DO,973,YYJ,32N,J,CA,180,0.277777777777777
2021-10-08 11:10:00,GQ,1094,CYT,32Q,J,US,185,0.648648648648648
2021-10-08 12:15:00,DO,764,AIY,32N,J,US,180,0.522222222222222
2021-10-08 11:20:00,JZ,822,YHM,E90,J,CA,100,0.83
2021-10-08 12:45:00,PW,883,YLW,32A,J,CA,178,0.865168539325842
2021-10-08 12:25:00,AY,651,YYG,320,J,CA,174,0.908045977011494
2021-10-08 12:10:00,DO,1460,YKK,CR9,J,CA,90,0.555555555555555
2021-10-08 13:15:00,DO,1080,YJO,CR9,J,CA,90,0.366666666666666
2021-10-08 13:40:00,DO,753,HFD,CR9,J,US,90,0.388888888888888
2021-10-08 13:25:00,MC,752,YXH,32Q,J,CA,221,0.760180995475113
2021-10-08 12:55:00,PU,857,ASE,32N,J,US,186,0.682795698924731
2021-10-08 13:05:00,DO,725,YVR,319,J,CA,150,0.753333333333333
2021-10-08 13:20:00,SV,1667,YYF,73H,J,CA,189,0.56084656084656
2021-10-08 12:55:00,VW,771,YYZ,32N,J,CA,180,0.75
2021-10-08 14:35:00,DO,985,YXC,CR9,J,CA,90,0.344444444444444
2021-10-08 13:30:00,DO,1124,OFF,CR9,J,US,90,0.444444444444444
2021-10-08 14:25:00,ZT,568,KEF,76W,J,IS,261,0.762452107279693
2021-10-08 14:45:00,AY,986,YYG,32N,J,CA,174,0.718390804597701
2021-10-08 15:10:00,ZY,1529,CKE,73H,J,US,189,0.82010582010582
2021-10-08 15:20:00,DO,1028,YFI,320,J,CA,168,0.845238095238095
2021-10-08 15:40:00,UK,776,YVR,32A,J,CA,180,0.861111111111111
2021-10-08 15:55:00,KN,1519,DFW,320,J,US,141,1.14893617021276
2021-10-08 15:20:00,DO,1031,YCD,CR9,J,CA,90,0.544444444444444
2021-10-08 16:10:00,MD,1959,BZF,32B,J,US,230,0.913043478260869
2021-10-08 15:05:00,CL,711,YQR,73H,J,CA,189,0.894179894179894
2021-10-08 15:30:00,FP,550,DXB,77W,J,AE,428,0.883177570093458
2021-10-08 15:25:00,ZY,1600,YKA,73H,J,CA,186,0.865591397849462
2021-10-08 16:05:00,ZY,1680,DEN,73H,J,US,189,0.888888888888888
2021-10-08 15:25:00,DO,1385,YXX,319,J,CA,150,0.606666666666666
2021-10-08 16:00:00,CN,515,EST,AT7,J,US,72,0.902777777777777
2021-10-08 16:00:00,CN,556,CKE,AT7,J,US,72,0.958333333333333
2021-10-08 16:40:00,DO,989,YXC,32N,J,CA,180,0.361111111111111
2021-10-08 15:50:00,CL,1908,HFD,73H,J,US,189,0.973544973544973
2021-10-08 16:30:00,ZY,1719,YFI,73H,J,CA,189,0.941798941798941
2021-10-08 16:30:00,DO,709,ZSW,CR9,J,CA,90,0.755555555555555
2021-10-08 16:20:00,ZY,1579,YXC,73H,J,CA,189,0.64021164021164
2021-10-08 16:20:00,CL,3779,YWG,73H,J,CA,189,0.915343915343915
2021-10-08 17:25:00,ZY,1570,YYJ,73H,J,CA,189,0.544973544973545
2021-10-08 16:50:00,DO,729,LAS,32N,J,US,180,0.522222222222222
2021-10-08 16:55:00,IR,1124,YFI,32B,J,CA,220,0.8
2021-10-08 17:30:00,DO,705,YQQ,CR9,J,CA,90,0.611111111111111
2021-10-08 18:05:00,DO,1395,YQL,CR9,J,CA,90,0.522222222222222
2021-10-08 17:25:00,WN,713,HUL,73H,C,US,189,1.01587301587301
2021-10-08 18:25:00,DO,1072,YHM,CR9,J,CA,90,0.444444444444444
2021-10-08 18:40:00,NU,536,UTM,AT7,J,US,48,0.916666666666666
2021-10-08 18:15:00,UK,1314,YXX,E95,J,CA,120,0.8
2021-10-08 18:00:00,NV,1253,YCD,319,J,CA,141,0.964539007092198
2021-10-08 17:45:00,CN,556,CKE,AT7,J,US,68,0.941176470588235
2021-10-08 18:15:00,DO,1460,YKK,CR9,J,CA,90,0.388888888888888
2021-10-08 18:35:00,CN,516,EST,AT7,J,US,72,0.652777777777777
2021-10-08 18:10:00,ZY,1890,YYJ,73H,J,CA,189,0.529100529100529
2021-10-08 18:10:00,ZY,1532,CKE,73H,J,US,189,0.804232804232804
2021-10-08 19:15:00,CN,558,CKE,AT7,J,US,72,0.902777777777777
2021-10-08 18:35:00,JZ,820,YHM,32B,J,CA,209,0.952153110047846
2021-10-08 19:25:00,ZY,1712,YLW,73H,J,CA,186,0.924731182795698
2021-10-08 19:25:00,IA,878,DEN,E90,J,US,100,0.9
2021-10-08 18:35:00,ZY,816,YXC,73H,J,CA,189,0.603174603174603
2021-10-08 19:45:00,EM,546,GBR,223,J,US,145,0.76551724137931
2021-10-08 19:10:00,CN,517,EST,AT4,J,US,46,0.347826086956521
2021-10-08 18:50:00,DO,906,CKE,AT7,J,US,70,0.228571428571428
2021-10-08 20:00:00,DO,684,DEN,CR9,J,US,90,0.777777777777777
2021-10-08 19:20:00,ZY,1693,YHZ,73H,J,CA,189,0.873015873015873
2021-10-08 19:25:00,NH,602,MSP,320,J,US,180,0.761111111111111
2021-10-08 20:55:00,OF,575,OTH,32Q,J,US,160,0.925
2021-10-08 21:00:00,PW,850,YLW,319,J,CA,143,0.93006993006993
2021-10-08 21:05:00,ZY,1532,CKE,73H,J,US,189,0.576719576719576
2021-10-08 20:25:00,NI,2312,CLR,DH4,J,US,76,0.513157894736842
2021-10-08 20:25:00,ZY,2291,PHX,73H,J,US,189,0.518518518518518
2021-10-08 20:10:00,LJ,990,YQQ,320,J,CA,186,0.741935483870967
2021-10-08 20:50:00,DO,970,YYJ,320,J,CA,168,0.0773809523809523
2021-10-08 21:00:00,CN,557,CKE,AT7,J,US,68,0.441176470588235
2021-10-08 20:40:00,DO,747,YJO,CR9,J,CA,90,0.322222222222222
2021-10-08 20:40:00,CL,1460,YXJ,73H,J,CA,189,0.899470899470899
2021-10-08 21:45:00,ZY,1530,CKE,73H,J,US,189,0.222222222222222
2021-10-08 21:20:00,ZP,801,KEF,32Q,J,IS,192,0.614583333333333
2021-10-08 22:40:00,CN,518,EST,AT4,J,US,46,0.456521739130434
2021-10-08 22:40:00,CL,1392,YQL,73H,J,CA,189,0.957671957671957
2021-10-08 22:40:00,CL,1391,YYF,73H,J,CA,189,0.613756613756613
2021-10-08 23:45:00,DO,751,HFD,CR9,J,US,90,0.266666666666666
2021-10-09 06:15:00,TJ,725,YXJ,73H,J,CA,189,0.619047619047619
